#{"t_start": 1761630071.150025, "env_id": "None"}
r,l,t
76.7,1232,432.838391
125.0,414,433.128221
-125.0,979,433.492861
75.8,1248,437.01013
100.85,790,437.447976
-124.1,1069,437.964628
127.1,809,438.397563
125.0,599,438.759572
100.0,415,439.053038
75.0,858,439.523012
75.0,414,439.828624
100.0,415,440.150692
125.0,414,440.461313
145.55,1053,440.997719
125.0,415,444.493363
-125.0,1185,444.93398
125.0,414,445.229209
-125.0,2237,445.868334
100.0,414,446.158891
100.0,414,446.472531
75.65,802,446.922483
100.0,858,447.369335
100.0,858,447.815865
100.0,414,448.111013
125.0,340,448.394127
96.45,1609,452.096595
101.0,417,452.397594
100.0,415,452.711592
125.15,422,453.030034
75.0,414,453.342186
-64.25,1343,453.960446
102.85,800,454.392409
100.0,858,454.83937
75.0,858,455.284531
100.9,412,455.579837
100.65,405,455.888504
100.0,858,459.444115
99.55,858,459.903071
101.45,991,460.408547
-74.15,1348,461.004411
100.0,414,461.34841
-125.0,895,461.705574
-124.05,2572,462.676857
75.0,858,465.985438
75.0,858,466.444656
-97.2,1376,466.879784
74.55,858,467.324343
102.3,726,467.73223
100.8,412,468.023177
100.0,599,468.408312
99.55,858,468.860813
75.0,1288,469.435405
125.0,531,469.773663
75.0,858,473.16433
100.0,858,473.610432
100.0,858,474.060994
-90.6,1433,474.689611
120.55,443,474.995981
100.9,411,475.299974
74.625,859,475.766512
73.375,561,476.117416
100.0,573,476.469416
75.0,858,476.921401
-125.0,1156,480.439091
100.475,1511,481.095836
126.75,426,481.393248
75.0,858,481.860563
-125.0,1354,482.292794
100.0,858,482.738228
-77.75,1138,483.287217
75.0,858,483.731157
-125.0,754,487.229423
75.0,858,487.720371
125.0,414,488.021422
100.0,414,488.339159
99.55,858,488.824503
-75.0,839,489.283592
125.0,858,489.750712
125.0,340,490.027334
-100.0,800,490.498721
125.0,858,490.97835
100.0,414,491.287718
100.75,422,491.626932
75.0,858,495.769634
100.0,858,496.340435
100.0,414,496.654578
-125.0,1621,497.420916
75.65,436,497.720975
101.0,416,498.025633
100.0,414,498.358241
100.0,858,498.876861
75.0,414,499.187018
-75.0,802,499.680911
-123.25,1695,503.961363
100.0,599,504.469439
100.0,858,504.984099
75.0,858,505.473221
-75.0,642,505.870826
110.3,426,506.193793
125.0,340,506.503114
75.0,858,507.032994
100.0,414,507.355039
-125.0,1144,507.807911
75.25,1439,508.453829
100.0,858,512.626851
100.15,415,513.001489
125.0,414,513.356812
100.0,858,513.889579
127.35,812,514.360453
75.0,858,514.845335
100.65,424,515.157192
-97.95,841,515.675362
100.0,858,516.166668
100.65,857,516.657514
100.0,415,516.973787
100.9,425,517.322754
85.55,428,517.681734
101.0,415,521.84835
75.15,880,522.432157
99.55,858,522.930165
100.0,415,523.243819
75.0,858,523.766765
100.0,414,524.080699
126.0,418,524.42619
101.85,425,524.785725
75.0,858,525.32579
74.625,1288,525.972713
75.0,858,526.448192
-97.3,1218,530.659978
100.0,599,531.099
125.0,858,531.613698
-125.0,1266,532.261476
100.0,414,532.562224
100.65,858,533.079956
100.65,839,533.567596
125.0,414,533.884303
100.0,858,534.419435
100.0,858,534.920861
75.0,858,539.275904
100.0,414,539.639797
-99.15,888,540.187828
100.0,858,540.685367
75.0,858,541.173284
100.0,414,541.484481
125.0,340,541.794
100.0,858,542.336098
145.55,787,542.80676
75.0,858,543.303911
100.65,408,543.617576
99.625,859,544.14498
100.0,414,548.280612
100.0,340,548.634829
77.2,879,549.193209
100.0,414,549.511511
100.0,858,550.031293
74.625,859,550.51924
-32.7,1454,551.20915
-75.0,629,551.587606
74.625,859,552.083048
74.55,858,552.571882
100.0,858,556.743046
100.0,858,557.328209
125.0,858,557.820429
100.0,858,558.298846
75.0,858,558.777147
86.25,1480,559.470994
-125.0,837,559.799446
-75.0,792,560.202229
125.15,420,560.50491
-75.9,1118,564.721157
-98.7,866,565.17149
125.15,417,565.477189
125.0,414,565.813284
75.0,858,566.333468
-125.0,1624,566.85369
-84.95,1219,567.257798
75.0,858,567.677221
101.75,831,568.09837
100.0,415,568.389704
100.0,340,568.682113
100.0,414,572.807376
-123.25,1224,573.501629
100.0,858,573.966366
100.0,415,574.277851
100.0,414,574.608996
-125.0,1276,575.090473
125.0,340,575.346877
125.0,858,575.844722
-124.1,1253,576.459562
100.0,858,576.920786
100.0,858,581.040644
100.0,858,581.564304
125.0,340,581.844612
75.0,858,582.360337
100.0,858,582.835819
125.0,340,583.115244
100.0,415,583.445598
73.05,693,583.901926
100.0,858,584.394229
74.55,858,584.874962
100.0,414,585.180866
125.0,858,585.692856
77.65,775,589.721124
125.0,414,590.057337
100.0,414,590.395379
146.3,1590,590.9502
75.0,858,591.382195
75.75,836,591.830479
125.0,414,592.129342
100.0,858,592.630688
100.0,858,593.10861
75.0,987,593.626419
-125.0,784,597.477988
-98.25,1365,598.202562
125.75,821,598.645425
100.0,858,599.113079
100.0,858,599.578574
100.0,858,600.045766
-97.25,1295,600.487133
125.0,414,600.764391
100.0,858,601.238151
100.0,414,604.97899
125.0,414,605.377539
126.0,825,605.89627
100.0,415,606.203976
101.0,416,606.538466
100.15,424,606.875175
101.0,418,607.214146
100.0,414,607.550985
75.0,858,608.061081
75.0,858,608.537659
125.0,858,609.012725
100.0,414,609.314869
120.55,1289,609.963382
77.0,811,613.935701
125.0,414,614.276212
75.0,858,614.791364
75.0,414,615.099016
-125.0,1708,615.656489
100.0,415,615.933947
75.0,415,616.233333
100.0,414,616.554538
100.0,414,616.889622
132.65,1183,617.521492
100.0,858,617.984053
-96.95,1044,621.782993
75.0,858,622.312665
100.0,414,622.618061
-115.6,1388,623.300051
101.0,418,623.587166
100.0,415,623.905228
100.0,414,624.234328
101.0,426,624.572245
75.0,858,625.085233
75.0,858,625.559497
100.0,858,626.028873
101.0,418,626.331744
125.0,340,630.171499
100.0,415,630.568246
125.0,414,630.911226
100.0,414,631.246945
-125.0,937,631.647465
-125.0,1067,632.018654
125.0,858,632.447451
100.65,438,632.73869
-115.3,971,633.233594
100.0,858,633.692206
100.85,1437,634.351978
100.0,858,638.28343
125.0,858,638.776712
125.0,858,639.247859
141.05,815,639.693554
-125.0,1114,640.092709
101.15,425,640.373503
100.0,858,640.836896
100.0,340,641.106033
99.625,859,641.608864
100.0,858,642.08455
125.0,415,642.391022
125.0,414,646.191003
-125.0,1158,646.659649
125.75,416,646.946195
100.0,415,647.259689
75.0,858,647.757285
125.75,421,648.06178
100.0,414,648.389067
-100.0,600,648.798428
124.025,523,649.160686
100.0,415,649.48395
100.0,858,649.996951
100.0,415,650.301816
75.0,858,650.806655
-75.0,1155,654.971471
101.8,1285,655.59785
125.0,340,655.85779
100.0,415,656.178367
125.0,415,656.50924
99.55,858,657.020546
-125.0,1291,657.63554
120.55,851,658.082462
100.0,858,658.545509
100.0,414,658.846174
125.0,858,662.708286
100.8,425,663.083585
-125.0,2357,663.800207
126.95,1538,664.432732
100.0,414,664.708915
100.9,808,665.140351
100.0,415,665.424911
75.0,858,665.902763
121.55,442,666.219091
99.05,1945,670.551483
-61.05,1600,671.096137
-97.5,2350,671.973333
75.0,858,672.411593
-75.0,633,672.780111
125.65,426,673.082953
-125.0,820,673.552294
-121.75,1610,677.520418
75.0,414,677.803425
-42.95,1426,678.479756
75.0,858,678.917859
100.0,415,679.211864
125.0,414,679.528584
125.0,858,680.031436
101.0,418,680.336015
74.55,858,680.836692
-125.0,2565,685.006196
125.0,858,685.465684
100.0,415,685.758282
-52.75,1449,686.257218
113.6,1221,686.804338
74.55,858,687.238067
-70.65,1274,687.658872
75.0,858,691.366098
75.65,1555,692.115123
125.0,414,692.399123
100.0,415,692.713346
75.3,858,693.209416
100.0,414,693.509931
100.0,414,693.83556
